ID,HH_ID,PERS_ID,PERS_START,BACK_HOME_TRIP,AGE_GROUP,SEXE,OCCUPATION,HH_SIZE,N_CARS,MODE1,MODE2,MODE3,MODE4,MODE5,HOUR,WEIGHT,GROUP_HOUR,X,Y
110,17300000,17302000,0,0,7,2,1,7,2,1,,,,,1200,21.31610422,4,343546.35,5007855.87
111,17300000,17302000,0,0,7,2,1,7,2,1,,,,,1215,21.31610422,4,343546.35,5007855.87
112,17300000,17302000,0,0,7,2,1,7,2,1,,,,,1230,21.31610422,4,343546.35,5007855.87
113,17300000,17302000,0,0,7,2,1,7,2,1,,,,,1530,21.31610422,5,343546.35,5007855.87
114,17300000,17302000,0,0,7,2,1,7,2,1,,,,,1630,21.31610422,5,343546.35,5007855.87
115,17300000,17302000,0,0,7,2,1,7,2,1,,,,,1650,21.31610422,5,343546.35,5007855.87
116,17300000,17302000,0,1,7,2,1,7,2,1,,,,,1700,21.31610422,5,343546.35,5007855.87
117,17300000,17303000,1,0,3,1,3,7,2,2,,,,,900,24.44014825,3,343546.35,5007855.87
118,17300000,17303000,0,0,3,1,3,7,2,2,,,,,1030,24.44014825,3,343546.35,5007855.87
119,17300000,17303000,0,0,3,1,3,7,2,2,,,,,1430,24.44014825,4,343546.35,5007855.87
120,17300000,17303000,0,1,3,1,3,7,2,2,,,,,2100,24.44014825,6,343546.35,5007855.87
121,17300000,17304000,1,0,3,2,3,7,2,2,,,,,900,24.44014825,3,343546.35,5007855.87
122,17300000,17304000,0,0,3,2,3,7,2,2,,,,,1200,24.44014825,4,343546.35,5007855.87
123,17300000,17304000,0,0,3,2,3,7,2,6,,,,,1530,24.44014825,5,343546.35,5007855.87
124,17300000,17304000,0,1,3,2,3,7,2,2,,,,,1700,24.44014825,5,343546.35,5007855.87
125,19500000,19501000,1,0,7,2,1,2,2,1,,,,,830,61.18840954,2,369997.76,5023297.8
126,19500000,19501000,0,0,7,2,1,2,2,1,,,,,1030,61.18840954,3,369997.76,5023297.8
127,19500000,19501000,0,1,7,2,1,2,2,1,,,,,1800,61.18840954,6,369997.76,5023297.8
128,19900000,19901000,1,0,10,2,1,2,1,3,,,,,655,13.62076884,1,374949.35,5026379.84
129,19900000,19901000,0,1,10,2,1,2,1,3,,,,,1300,13.62076884,4,374949.35,5026379.84
130,19900000,19901000,0,0,10,2,1,2,1,1,,,,,1530,13.62076884,5,374949.35,5026379.84
131,19900000,19901000,0,0,10,2,1,2,1,1,,,,,1600,13.62076884,5,374949.35,5026379.84
132,19900000,19901000,0,1,10,2,1,2,1,1,,,,,1830,13.62076884,6,374949.35,5026379.84
133,19900000,19902000,1,0,10,1,1,2,1,1,,,,,1000,15.49686436,3,374949.35,5026379.84
134,19900000,19902000,0,1,10,1,1,2,1,1,,,,,1130,15.49686436,3,374949.35,5026379.84
135,20000000,20001000,1,0,8,1,6,5,2,1,,,,,820,23.39187526,2,367672.47,5009180.16
136,20000000,20001000,0,1,8,1,6,5,2,1,,,,,830,23.39187526,2,367672.47,5009180.16
137,20000000,20001000,0,0,8,1,6,5,2,1,,,,,1025,23.39187526,3,367672.47,5009180.16
138,20000000,20001000,0,0,8,1,6,5,2,1,,,,,1100,23.39187526,3,367672.47,5009180.16
139,20000000,20001000,0,1,8,1,6,5,2,1,,,,,1200,23.39187526,4,367672.47,5009180.16
140,20000000,20002000,1,0,7,2,1,5,2,1,,,,,830,22.47178583,2,367672.47,5009180.16
141,20000000,20002000,0,1,7,2,1,5,2,1,,,,,1800,22.47178583,6,367672.47,5009180.16
142,20000000,20004000,1,0,5,2,6,5,2,2,,,,,1830,27.13907762,6,367672.47,5009180.16
143,20600000,20601000,1,0,6,1,3,3,3,1,,,,,700,23.55765775,2,349150.02,5002778.95
144,20600000,20601000,0,0,6,1,3,3,3,1,,,,,1030,23.55765775,3,349150.02,5002778.95
145,20600000,20601000,0,0,6,1,3,3,3,1,,,,,1800,23.55765775,6,349150.02,5002778.95
146,20600000,20601000,0,0,6,1,3,3,3,1,,,,,1830,23.55765775,6,349150.02,5002778.95
147,20600000,20601000,0,1,6,1,3,3,3,1,,,,,2330,23.55765775,6,349150.02,5002778.95
148,20600000,20602000,1,0,9,2,1,3,3,1,,,,,600,15.42908234,1,349150.02,5002778.95
149,20600000,20602000,0,1,9,2,1,3,3,1,,,,,1700,15.42908234,5,349150.02,5002778.95
150,20600000,20603000,1,0,10,1,1,3,3,1,,,,,1000,14.85564062,3,349150.02,5002778.95
151,20600000,20603000,0,1,10,1,1,3,3,1,,,,,1800,14.85564062,6,349150.02,5002778.95
152,22300000,22302000,1,0,10,2,1,2,1,3,,,,,800,11.29231977,2,368146.29,5029656.08
153,22300000,22302000,0,0,10,2,1,2,1,3,,,,,1620,11.29231977,5,368146.29,5029656.08
154,22300000,22302000,0,1,10,2,1,2,1,3,,,,,1710,11.29231977,5,368146.29,5029656.08
155,23200000,23201000,1,0,11,2,4,2,3,1,,,,,1200,19.12966927,4,363447.73,5023566.19
156,23200000,23201000,0,0,11,2,4,2,3,1,,,,,1230,19.12966927,4,363447.73,5023566.19
157,23200000,23201000,0,0,11,2,4,2,3,1,,,,,1330,19.12966927,4,363447.73,5023566.19
158,23200000,23201000,0,0,11,2,4,2,3,1,,,,,1430,19.12966927,4,363447.73,5023566.19
159,23200000,23201000,0,1,11,2,4,2,3,1,,,,,1500,19.12966927,4,363447.73,5023566.19
160,23200000,23201000,0,0,11,2,4,2,3,1,,,,,1600,19.12966927,5,363447.73,5023566.19
161,23200000,23201000,0,0,11,2,4,2,3,1,,,,,1645,19.12966927,5,363447.73,5023566.19
162,23200000,23201000,0,0,11,2,4,2,3,1,,,,,1700,19.12966927,5,363447.73,5023566.19
163,23200000,23201000,0,0,11,2,4,2,3,1,,,,,1715,19.12966927,5,363447.73,5023566.19
164,23200000,23201000,0,0,11,2,4,2,3,1,,,,,1730,19.12966927,5,363447.73,5023566.19
165,23200000,23201000,0,0,11,2,4,2,3,1,,,,,1735,19.12966927,5,363447.73,5023566.19
166,23200000,23201000,0,0,11,2,4,2,3,1,,,,,1800,19.12966927,6,363447.73,5023566.19
167,23200000,23201000,0,1,11,2,4,2,3,1,,,,,1915,19.12966927,6,363447.73,5023566.19
168,23200000,23201000,0,0,11,2,4,2,3,12,,,,,2000,19.12966927,6,363447.73,5023566.19
169,23200000,23201000,0,1,11,2,4,2,3,12,,,,,2030,19.12966927,6,363447.73,5023566.19
170,23200000,23202000,1,0,11,1,4,2,3,1,,,,,1900,19.12966927,6,363447.73,5023566.19
171,23200000,23202000,0,1,11,1,4,2,3,1,,,,,1930,19.12966927,6,363447.73,5023566.19
172,23600000,23601000,1,0,9,2,6,2,2,2,,,,,1100,19.17337284,3,352580.67,5019375.62
173,23600000,23601000,0,0,9,2,6,2,2,2,,,,,1130,19.17337284,3,352580.67,5019375.62
174,23600000,23601000,0,0,9,2,6,2,2,2,,,,,1200,19.17337284,4,352580.67,5019375.62
175,23600000,23601000,0,0,9,2,6,2,2,2,,,,,1300,19.17337284,4,352580.67,5019375.62
176,23600000,23601000,0,1,9,2,6,2,2,2,,,,,1400,19.17337284,4,352580.67,5019375.62
177,23600000,23602000,1,0,12,1,4,2,2,1,,,,,1100,12.53218471,3,352580.67,5019375.62
178,23600000,23602000,0,0,12,1,4,2,2,1,,,,,1130,12.53218471,3,352580.67,5019375.62
179,23600000,23602000,0,0,12,1,4,2,2,1,,,,,1200,12.53218471,4,352580.67,5019375.62
180,23600000,23602000,0,0,12,1,4,2,2,1,,,,,1300,12.53218471,4,352580.67,5019375.62
181,23600000,23602000,0,1,12,1,4,2,2,1,,,,,1400,12.53218471,4,352580.67,5019375.62
182,24900000,24901000,1,0,8,2,1,2,3,1,,,,,720,24.10500723,2,360841.82,5023296.24
183,24900000,24901000,0,1,8,2,1,2,3,1,,,,,1600,24.10500723,5,360841.82,5023296.24
184,24900000,24901000,0,0,8,2,1,2,3,1,,,,,1700,24.10500723,5,360841.82,5023296.24
185,24900000,24901000,0,0,8,2,1,2,3,1,,,,,1830,24.10500723,6,360841.82,5023296.24
186,24900000,24901000,0,1,8,2,1,2,3,1,,,,,2045,24.10500723,6,360841.82,5023296.24
187,24900000,24902000,1,0,8,1,1,2,3,1,,,,,1000,21.86047991,3,360841.82,5023296.24
188,26100000,26101000,1,0,10,1,4,1,0,2,,,,,930,15.75216581,3,368484.4,5028309.26
189,26100000,26101000,0,1,10,1,4,1,0,2,,,,,1000,15.75216581,3,368484.4,5028309.26
190,26100000,26101000,0,0,10,1,4,1,0,2,,,,,1330,15.75216581,4,368484.4,5028309.26
191,26100000,26101000,0,1,10,1,4,1,0,2,,,,,1530,15.75216581,5,368484.4,5028309.26
192,26100000,26101000,0,0,10,1,4,1,0,9,,,,,1700,15.75216581,5,368484.4,5028309.26
193,26100000,26101000,0,1,10,1,4,1,0,9,,,,,2200,15.75216581,6,368484.4,5028309.26
194,26700000,26701000,1,0,5,2,3,4,2,1,,,,,1700,22.65981238,5,368079.95,5008766.62
195,26700000,26701000,0,1,5,2,3,4,2,1,,,,,1900,22.65981238,6,368079.95,5008766.62
196,26700000,26702000,1,0,10,1,1,4,2,1,,,,,800,14.23447457,2,368079.95,5008766.62
197,26700000,26702000,0,1,10,1,1,4,2,1,,,,,1800,14.23447457,6,368079.95,5008766.62
198,26700000,26703000,1,0,10,2,1,4,2,1,,,,,1000,12.38344002,3,368079.95,5008766.62
199,26700000,26703000,0,1,10,2,1,4,2,1,,,,,1500,12.38344002,4,368079.95,5008766.62
200,26700000,26703000,0,0,10,2,1,4,2,1,,,,,1600,12.38344002,5,368079.95,5008766.62
201,26700000,26703000,0,1,10,2,1,4,2,1,,,,,1700,12.38344002,5,368079.95,5008766.62
202,26700000,26704000,1,0,4,1,3,4,2,6,,,,,730,23.5294841,2,368079.95,5008766.62
203,26700000,26704000,0,1,4,1,3,4,2,6,,,,,1445,23.5294841,4,368079.95,5008766.62
204,27700000,27701000,1,0,6,1,1,1,1,3,,,,,730,22.50007993,2,367351.09,5025910.46
205,27700000,27701000,0,1,6,1,1,1,1,3,,,,,1635,22.50007993,5,367351.09,5025910.46
206,28600000,28601000,1,0,6,2,1,2,2,1,,,,,800,19.97199059,2,353129.85,5018758.64
207,28600000,28601000,0,0,6,2,1,2,2,1,,,,,815,19.97199059,2,353129.85,5018758.64
208,28600000,28601000,0,0,6,2,1,2,2,1,,,,,830,19.97199059,2,353129.85,5018758.64
209,28600000,28601000,0,0,6,2,1,2,2,1,,,,,1145,19.97199059,3,353129.85,5018758.64
210,28600000,28601000,0,0,6,2,1,2,2,1,,,,,1245,19.97199059,4,353129.85,5018758.64
211,28600000,28601000,0,0,6,2,1,2,2,1,,,,,1645,19.97199059,5,353129.85,5018758.64
212,28600000,28601000,0,0,6,2,1,2,2,1,,,,,1700,19.97199059,5,353129.85,5018758.64
213,28600000,28601000,0,1,6,2,1,2,2,1,,,,,1730,19.97199059,5,353129.85,5018758.64
214,28600000,28601000,0,0,6,2,1,2,2,1,,,,,1830,19.97199059,6,353129.85,5018758.64
215,28600000,28601000,0,1,6,2,1,2,2,1,,,,,1930,19.97199059,6,353129.85,5018758.64
216,28600000,28602000,1,0,6,1,1,2,2,1,,,,,730,24.22151212,2,353129.85,5018758.64
217,28600000,28602000,0,1,6,1,1,2,2,1,,,,,1730,24.22151212,5,353129.85,5018758.64
218,28600000,28602000,0,0,6,1,1,2,2,2,,,,,1830,24.22151212,6,353129.85,5018758.64
219,28600000,28602000,0,1,6,1,1,2,2,1,,,,,1930,24.22151212,6,353129.85,5018758.64
220,29500000,29501000,1,0,4,2,3,4,2,6,,,,,815,24.90449145,2,366574.91,5023554.3
221,29500000,29501000,0,1,4,2,3,4,2,6,,,,,1540,24.90449145,5,366574.91,5023554.3
222,29500000,29501000,0,0,4,2,3,4,2,2,,,,,1645,24.90449145,5,366574.91,5023554.3
223,29500000,29501000,0,1,4,2,3,4,2,2,,,,,2145,24.90449145,6,366574.91,5023554.3
224,29500000,29502000,1,0,9,1,1,4,2,2,,,,,715,14.46295131,2,366574.91,5023554.3
225,29500000,29502000,0,1,9,1,1,4,2,2,,,,,1600,14.46295131,5,366574.91,5023554.3
226,29500000,29502000,0,0,9,1,1,4,2,1,,,,,1645,14.46295131,5,366574.91,5023554.3
227,29500000,29502000,0,0,9,1,1,4,2,1,,,,,1650,14.46295131,5,366574.91,5023554.3
228,29500000,29502000,0,1,9,1,1,4,2,1,,,,,1730,14.46295131,5,366574.91,5023554.3
229,29600000,29601000,1,0,10,1,1,3,2,2,,,,,800,18.86588098,2,362463.06,5025857.94
230,29600000,29601000,0,1,10,1,1,3,2,2,,,,,1700,18.86588098,5,362463.06,5025857.94
231,29600000,29601000,0,0,10,1,1,3,2,1,,,,,1900,18.86588098,6,362463.06,5025857.94
232,29600000,29601000,0,1,10,1,1,3,2,1,,,,,1930,18.86588098,6,362463.06,5025857.94
233,29600000,29602000,1,0,9,2,1,3,2,1,,,,,1000,19.22776311,3,362463.06,5025857.94
234,29600000,29602000,0,1,9,2,1,3,2,1,,,,,1800,19.22776311,6,362463.06,5025857.94
235,29600000,29603000,1,0,5,2,3,3,2,1,,,,,800,30.66971989,2,362463.06,5025857.94
236,29600000,29603000,0,0,5,2,3,3,2,1,,,,,1700,30.66971989,5,362463.06,5025857.94
237,29600000,29603000,0,1,5,2,3,3,2,1,,,,,2100,30.66971989,6,362463.06,5025857.94
238,29800000,29801000,1,0,11,2,4,1,1,1,,,,,1030,13.68766417,3,352374.77,5020608.11
239,29800000,29801000,0,0,11,2,4,1,1,1,,,,,1115,13.68766417,3,352374.77,5020608.11
240,29800000,29801000,0,1,11,2,4,1,1,1,,,,,1230,13.68766417,4,352374.77,5020608.11
241,29800000,29801000,0,0,11,2,4,1,1,1,,,,,1400,13.68766417,4,352374.77,5020608.11
242,29800000,29801000,0,1,11,2,4,1,1,1,,,,,1515,13.68766417,4,352374.77,5020608.11
243,30300000,30301000,1,0,5,2,3,2,1,3,,,,,1500,28.2540672,4,358875.9,5023749.35
244,30300000,30301000,0,1,5,2,3,2,1,3,,,,,1900,28.2540672,6,358875.9,5023749.35
245,30300000,30302000,1,0,6,1,1,2,1,1,,,,,630,29.19478112,1,358875.9,5023749.35
246,30300000,30302000,0,1,6,1,1,2,1,1,,,,,1500,29.19478112,4,358875.9,5023749.35
247,31500000,31501000,1,0,8,2,1,4,1,3,,,,,615,20.44188719,1,360244.31,5023958.69
248,31500000,31501000,0,1,8,2,1,4,1,3,,,,,1550,20.44188719,5,360244.31,5023958.69
249,31500000,31502000,1,0,10,1,1,4,1,1,,,,,730,16.30130028,2,360244.31,5023958.69
250,31500000,31502000,0,1,10,1,1,4,1,1,,,,,2130,16.30130028,6,360244.31,5023958.69
251,31500000,31503000,1,0,4,2,1,4,1,2,,,,,1130,22.27950757,3,360244.31,5023958.69
252,31500000,31503000,0,0,4,2,1,4,1,2,,,,,2130,22.27950757,6,360244.31,5023958.69
253,31500000,31503000,0,1,4,2,1,4,1,2,,,,,2400,22.27950757,7,360244.31,5023958.69
254,31500000,31504000,1,0,5,1,1,4,1,2,,,,,730,29.37333174,2,360244.31,5023958.69
255,31500000,31504000,0,1,5,1,1,4,1,12,,,,,1200,29.37333174,4,360244.31,5023958.69
256,33600000,33601000,1,0,9,2,1,4,1,1,,,,,705,22.09746404,2,351064.34,5020543.97
257,33600000,33601000,0,0,9,2,1,4,1,1,,,,,720,22.09746404,2,351064.34,5020543.97
258,33600000,33601000,0,0,9,2,1,4,1,1,,,,,1600,22.09746404,5,351064.34,5020543.97
259,33600000,33601000,0,0,9,2,1,4,1,1,,,,,1720,22.09746404,5,351064.34,5020543.97
260,33600000,33601000,0,1,9,2,1,4,1,1,,,,,1800,22.09746404,6,351064.34,5020543.97
261,33600000,33602000,1,0,9,1,1,4,1,2,,,,,705,14.82063669,2,351064.34,5020543.97
262,33600000,33602000,0,0,9,1,1,4,1,2,,,,,730,14.82063669,2,351064.34,5020543.97
263,33600000,33602000,0,0,9,1,1,4,1,2,,,,,1600,14.82063669,5,351064.34,5020543.97
264,33600000,33602000,0,0,9,1,1,4,1,2,,,,,1720,14.82063669,5,351064.34,5020543.97
